country, quarter, unit, value$
"Australia", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 675.73
"Belgium", "1998-Q4", "Percentage of GDP", 135.3
"Belgium", "1999-Q1", "Percentage of GDP", 136.7
"Belgium", "1999-Q2", "Percentage of GDP", 132.4
"Belgium", "1999-Q3", "Percentage of GDP", 130.1
"Belgium", "1999-Q4", "Percentage of GDP", 123.7
"Belgium", "2000-Q1", "Percentage of GDP", 124.7
"Belgium", "2000-Q2", "Percentage of GDP", 121.2
"Belgium", "2000-Q3", "Percentage of GDP", 121.0
"Belgium", "2000-Q4", "Percentage of GDP", 117.5
"Belgium", "2001-Q1", "Percentage of GDP", 119.2
"Belgium", "2001-Q2", "Percentage of GDP", 118.6
"Belgium", "2001-Q3", "Percentage of GDP", 120.1
"Belgium", "2001-Q4", "Percentage of GDP", 116.1
"Belgium", "2002-Q1", "Percentage of GDP", 116.5
"Belgium", "2002-Q2", "Percentage of GDP", 116.1
"Belgium", "2002-Q3", "Percentage of GDP", 117.4
"Belgium", "2002-Q4", "Percentage of GDP", 115.4
"Belgium", "2003-Q1", "Percentage of GDP", 117.6
"Belgium", "2003-Q2", "Percentage of GDP", 117.9
"Belgium", "2003-Q3", "Percentage of GDP", 115.5
"Belgium", "2003-Q4", "Percentage of GDP", 109.7
"Belgium", "2004-Q1", "Percentage of GDP", 114.2
"Belgium", "2004-Q2", "Percentage of GDP", 111.4
"Belgium", "2004-Q3", "Percentage of GDP", 110.4
"Belgium", "2004-Q4", "Percentage of GDP", 105.9
"Belgium", "2005-Q1", "Percentage of GDP", 109.3
"Belgium", "2005-Q2", "Percentage of GDP", 110.2
"Belgium", "2005-Q3", "Percentage of GDP", 107.7
"Belgium", "2005-Q4", "Percentage of GDP", 103.9
"Belgium", "2006-Q1", "Percentage of GDP", 104.3
"Belgium", "2006-Q2", "Percentage of GDP", 100.9
"Belgium", "2006-Q3", "Percentage of GDP", 100.7
"Belgium", "2006-Q4", "Percentage of GDP", 96.3
"Belgium", "2007-Q1", "Percentage of GDP", 96.9
"Belgium", "2007-Q2", "Percentage of GDP", 94.4
"Belgium", "2007-Q3", "Percentage of GDP", 95.0
"Belgium", "2007-Q4", "Percentage of GDP", 89.9
"Belgium", "2008-Q1", "Percentage of GDP", 93.2
"Belgium", "2008-Q2", "Percentage of GDP", 90.5
"Belgium", "2008-Q3", "Percentage of GDP", 92.1
"Belgium", "2008-Q4", "Percentage of GDP", 97.7
"Belgium", "2009-Q1", "Percentage of GDP", 102.8
"Belgium", "2009-Q2", "Percentage of GDP", 105.1
"Belgium", "2009-Q3", "Percentage of GDP", 107.5
"Belgium", "2009-Q4", "Percentage of GDP", 105.5
"Belgium", "2010-Q1", "Percentage of GDP", 109.9
"Belgium", "2010-Q2", "Percentage of GDP", 110.5
"Belgium", "2010-Q3", "Percentage of GDP", 109.8
"Belgium", "2010-Q4", "Percentage of GDP", 104.0
"Belgium", "2011-Q1", "Percentage of GDP", 105.6
"Belgium", "2011-Q2", "Percentage of GDP", 105.2
"Belgium", "2011-Q3", "Percentage of GDP", 107.3
"Belgium", "2011-Q4", "Percentage of GDP", 106.3
"Belgium", "2012-Q1", "Percentage of GDP", 111.3
"Belgium", "2012-Q2", "Percentage of GDP", 113.7
"Belgium", "2012-Q3", "Percentage of GDP", 115.5
"Belgium", "2012-Q4", "Percentage of GDP", 116.1
"Belgium", "2013-Q1", "Percentage of GDP", 119.5
"Belgium", "2013-Q2", "Percentage of GDP", 118.8
"Belgium", "2013-Q3", "Percentage of GDP", 117.2
"Belgium", "2013-Q4", "Percentage of GDP", 114.6
"Belgium", "2014-Q1", "Percentage of GDP", 122.4
"Belgium", "2014-Q2", "Percentage of GDP", 125.0
"Belgium", "2014-Q3", "Percentage of GDP", 125.8
"Belgium", "2014-Q4", "Percentage of GDP", 125.9
"Belgium", "2015-Q1", "Percentage of GDP", 132.2
"Belgium", "2015-Q2", "Percentage of GDP", 125.6
"Belgium", "2015-Q3", "Percentage of GDP", 125.8
"Belgium", "2015-Q4", "Percentage of GDP", 122.9
"Belgium", "2016-Q1", "Percentage of GDP", 128.7
"Belgium", "2016-Q2", "Percentage of GDP", 130.9
"Belgium", "2016-Q3", "Percentage of GDP", 130.3
"Belgium", "1998-Q4", "US Dollar", 370.24
"Belgium", "1999-Q1", "US Dollar", 346.61
"Belgium", "1999-Q2", "US Dollar", 325.52
"Belgium", "1999-Q3", "US Dollar", 333.876
"Belgium", "1999-Q4", "US Dollar", 303.545
"Belgium", "2000-Q1", "US Dollar", 295.642
"Belgium", "2000-Q2", "US Dollar", 291.769
"Belgium", "2000-Q3", "US Dollar", 270.499
"Belgium", "2000-Q4", "US Dollar", 282.275
"Belgium", "2001-Q1", "US Dollar", 274.149
"Belgium", "2001-Q2", "US Dollar", 264.214
"Belgium", "2001-Q3", "US Dollar", 290.272
"Belgium", "2001-Q4", "US Dollar", 271.862
"Belgium", "2002-Q1", "US Dollar", 272.184
"Belgium", "2002-Q2", "US Dollar", 312.32
"Belgium", "2002-Q3", "US Dollar", 315.038
"Belgium", "2002-Q4", "US Dollar", 332.952
"Belgium", "2003-Q1", "US Dollar", 355.046
"Belgium", "2003-Q2", "US Dollar", 375.509
"Belgium", "2003-Q3", "US Dollar", 377.555
"Belgium", "2003-Q4", "US Dollar", 391.668
"Belgium", "2004-Q1", "US Dollar", 399.46
"Belgium", "2004-Q2", "US Dollar", 392.968
"Belgium", "2004-Q3", "US Dollar", 403.548
"Belgium", "2004-Q4", "US Dollar", 430.956
"Belgium", "2005-Q1", "US Dollar", 427.508
"Belgium", "2005-Q2", "US Dollar", 406.615
"Belgium", "2005-Q3", "US Dollar", 399.458
"Belgium", "2005-Q4", "US Dollar", 381.672
"Belgium", "2006-Q1", "US Dollar", 397.927
"Belgium", "2006-Q2", "US Dollar", 408.911
"Belgium", "2006-Q3", "US Dollar", 411.575
"Belgium", "2006-Q4", "US Dollar", 414.234
"Belgium", "2007-Q1", "US Dollar", 427.925
"Belgium", "2007-Q2", "US Dollar", 428.975
"Belgium", "2007-Q3", "US Dollar", 459.066
"Belgium", "2007-Q4", "US Dollar", 456.376
"Belgium", "2008-Q1", "US Dollar", 512.917
"Belgium", "2008-Q2", "US Dollar", 500.924
"Belgium", "2008-Q3", "US Dollar", 466.369
"Belgium", "2008-Q4", "US Dollar", 481.474
"Belgium", "2009-Q1", "US Dollar", 481.381
"Belgium", "2009-Q2", "US Dollar", 518.739
"Belgium", "2009-Q3", "US Dollar", 547.087
"Belgium", "2009-Q4", "US Dollar", 529.925
"Belgium", "2010-Q1", "US Dollar", 520.794
"Belgium", "2010-Q2", "US Dollar", 483.613
"Belgium", "2010-Q3", "US Dollar", 540.337
"Belgium", "2010-Q4", "US Dollar", 507.356
"Belgium", "2011-Q1", "US Dollar", 554.968
"Belgium", "2011-Q2", "US Dollar", 567.378
"Belgium", "2011-Q3", "US Dollar", 545.059
"Belgium", "2011-Q4", "US Dollar", 521.45
"Belgium", "2012-Q1", "US Dollar", 567.781
"Belgium", "2012-Q2", "US Dollar", 549.892
"Belgium", "2012-Q3", "US Dollar", 576.153
"Belgium", "2012-Q4", "US Dollar", 593.813
"Belgium", "2013-Q1", "US Dollar", 593.601
"Belgium", "2013-Q2", "US Dollar", 603.894
"Belgium", "2013-Q3", "US Dollar", 617.306
"Belgium", "2013-Q4", "US Dollar", 619.021
"Belgium", "2014-Q1", "US Dollar", 665.031
"Belgium", "2014-Q2", "US Dollar", 676.236
"Belgium", "2014-Q3", "US Dollar", 631.168
"Belgium", "2014-Q4", "US Dollar", 612.407
"Belgium", "2015-Q1", "US Dollar", 572.722
"Belgium", "2015-Q2", "US Dollar", 569.62
"Belgium", "2015-Q3", "US Dollar", 574.242
"Belgium", "2015-Q4", "US Dollar", 548.942
"Belgium", "2016-Q1", "US Dollar", 604.075
"Belgium", "2016-Q2", "US Dollar", 604.267
"Belgium", "2016-Q3", "US Dollar", 609.017
"Belgium", "1998-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 317.333
"Belgium", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 322.659
"Belgium", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 315.168
"Belgium", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 313.042
"Belgium", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 302.149
"Belgium", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 309.478
"Belgium", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 305.336
"Belgium", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 308.612
"Belgium", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 303.361
"Belgium", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 310.391
"Belgium", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 311.561
"Belgium", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 317.906
"Belgium", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 308.482
"Belgium", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 312.004
"Belgium", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 313.101
"Belgium", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 319.512
"Belgium", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 317.503
"Belgium", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 325.897
"Belgium", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 328.608
"Belgium", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 324.018
"Belgium", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 310.123
"Belgium", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 326.798
"Belgium", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 323.295
"Belgium", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 325.219
"Belgium", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 316.408
"Belgium", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 329.78
"Belgium", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 336.271
"Belgium", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 331.71
"Belgium", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 323.543
"Belgium", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 328.767
"Belgium", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 321.649
"Belgium", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 325.103
"Belgium", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 314.528
"Belgium", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 321.329
"Belgium", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 317.656
"Belgium", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 323.779
"Belgium", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 310.016
"Belgium", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 324.369
"Belgium", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 317.786
"Belgium", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 326.085
"Belgium", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 345.939
"Belgium", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 361.71
"Belgium", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 367.008
"Belgium", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 373.606
"Belgium", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 367.874
"Belgium", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 386.377
"Belgium", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 394.096
"Belgium", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 395.905
"Belgium", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 379.705
"Belgium", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 390.642
"Belgium", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 392.569
"Belgium", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 403.671
"Belgium", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 403.029
"Belgium", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 425.098
"Belgium", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 436.779
"Belgium", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 445.597
"Belgium", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 450.051
"Belgium", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 463.543
"Belgium", "2013-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 461.677
"Belgium", "2013-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 457.115
"Belgium", "2013-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 448.852
"Belgium", "2014-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 482.347
"Belgium", "2014-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 495.14
"Belgium", "2014-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 501.589
"Belgium", "2014-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 504.44
"Belgium", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 532.345
"Belgium", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 509.069
"Belgium", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 512.568
"Belgium", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 504.203
"Belgium", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 530.559
"Belgium", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 544.263
"Belgium", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 545.679
"Canada", "1990-Q1", "Percentage of GDP", 62.4
"Canada", "1990-Q2", "Percentage of GDP", 63.2
"Canada", "1990-Q3", "Percentage of GDP", 64.4
"Canada", "1990-Q4", "Percentage of GDP", 67.4
"Canada", "1991-Q1", "Percentage of GDP", 69.9
"Canada", "1991-Q2", "Percentage of GDP", 71.1
"Canada", "1991-Q3", "Percentage of GDP", 73.5
"Canada", "1991-Q4", "Percentage of GDP", 76.2
"Canada", "1992-Q1", "Percentage of GDP", 74.9
"Canada", "1992-Q2", "Percentage of GDP", 78.4
"Canada", "1992-Q3", "Percentage of GDP", 79.5
"Canada", "1992-Q4", "Percentage of GDP", 80.5
"Canada", "1993-Q1", "Percentage of GDP", 85.0
"Canada", "1993-Q2", "Percentage of GDP", 87.8
"Canada", "1993-Q3", "Percentage of GDP", 89.4
"Canada", "1993-Q4", "Percentage of GDP", 90.9
"Canada", "1994-Q1", "Percentage of GDP", 89.0
"Canada", "1994-Q2", "Percentage of GDP", 89.1
"Canada", "1994-Q3", "Percentage of GDP", 88.6
"Canada", "1994-Q4", "Percentage of GDP", 89.6
"Canada", "1995-Q1", "Percentage of GDP", 90.3
"Canada", "1995-Q2", "Percentage of GDP", 91.5
"Canada", "1995-Q3", "Percentage of GDP", 92.1
"Canada", "1995-Q4", "Percentage of GDP", 89.5
"Canada", "1996-Q1", "Percentage of GDP", 93.6
"Canada", "1996-Q2", "Percentage of GDP", 92.6
"Canada", "1996-Q3", "Percentage of GDP", 93.7
"Canada", "1996-Q4", "Percentage of GDP", 94.6
"Canada", "1997-Q1", "Percentage of GDP", 92.4
"Canada", "1997-Q2", "Percentage of GDP", 89.8
"Canada", "1997-Q3", "Percentage of GDP", 87.7
"Canada", "1997-Q4", "Percentage of GDP", 88.4
"Canada", "1998-Q1", "Percentage of GDP", 88.4
"Canada", "1998-Q2", "Percentage of GDP", 86.7
"Canada", "1998-Q3", "Percentage of GDP", 85.6
"Canada", "1998-Q4", "Percentage of GDP", 87.1
"Canada", "1999-Q1", "Percentage of GDP", 85.9
"Canada", "1999-Q2", "Percentage of GDP", 81.7
"Canada", "1999-Q3", "Percentage of GDP", 79.9
"Canada", "1999-Q4", "Percentage of GDP", 78.6
"Canada", "2000-Q1", "Percentage of GDP", 76.4
"Canada", "2000-Q2", "Percentage of GDP", 74.4
"Canada", "2000-Q3", "Percentage of GDP", 71.2
"Canada", "2000-Q4", "Percentage of GDP", 71.6
"Canada", "2001-Q1", "Percentage of GDP", 70.8
"Canada", "2001-Q2", "Percentage of GDP", 68.2
"Canada", "2001-Q3", "Percentage of GDP", 69.3
"Canada", "2001-Q4", "Percentage of GDP", 70.3
"Canada", "2002-Q1", "Percentage of GDP", 69.3
"Canada", "2002-Q2", "Percentage of GDP", 70.4
"Canada", "2002-Q3", "Percentage of GDP", 71.0
"Canada", "2002-Q4", "Percentage of GDP", 70.7
"Canada", "2003-Q1", "Percentage of GDP", 67.9
"Canada", "2003-Q2", "Percentage of GDP", 69.2
"Canada", "2003-Q3", "Percentage of GDP", 66.7
"Canada", "2003-Q4", "Percentage of GDP", 66.3
"Canada", "2004-Q1", "Percentage of GDP", 67.1
"Canada", "2004-Q2", "Percentage of GDP", 64.8
"Canada", "2004-Q3", "Percentage of GDP", 63.3
"Canada", "2004-Q4", "Percentage of GDP", 62.7
"Canada", "2005-Q1", "Percentage of GDP", 62.6
"Canada", "2005-Q2", "Percentage of GDP", 62.8
"Canada", "2005-Q3", "Percentage of GDP", 60.9
"Canada", "2005-Q4", "Percentage of GDP", 59.5
"Canada", "2006-Q1", "Percentage of GDP", 58.2
"Canada", "2006-Q2", "Percentage of GDP", 56.1
"Canada", "2006-Q3", "Percentage of GDP", 56.3
"Canada", "2006-Q4", "Percentage of GDP", 57.0
"Canada", "2007-Q1", "Percentage of GDP", 56.4
"Canada", "2007-Q2", "Percentage of GDP", 53.0
"Canada", "2007-Q3", "Percentage of GDP", 52.4
"Canada", "2007-Q4", "Percentage of GDP", 52.8
"Canada", "2008-Q1", "Percentage of GDP", 53.0
"Canada", "2008-Q2", "Percentage of GDP", 53.2
"Canada", "2008-Q3", "Percentage of GDP", 52.6
"Canada", "2008-Q4", "Percentage of GDP", 57.3
"Canada", "2009-Q1", "Percentage of GDP", 61.0
"Canada", "2009-Q2", "Percentage of GDP", 63.5
"Canada", "2009-Q3", "Percentage of GDP", 67.3
"Canada", "2009-Q4", "Percentage of GDP", 68.8
"Canada", "2010-Q1", "Percentage of GDP", 68.6
"Canada", "2010-Q2", "Percentage of GDP", 70.3
"Canada", "2010-Q3", "Percentage of GDP", 71.4
"Canada", "2010-Q4", "Percentage of GDP", 71.3
"Canada", "2011-Q1", "Percentage of GDP", 69.8
"Canada", "2011-Q2", "Percentage of GDP", 72.3
"Canada", "2011-Q3", "Percentage of GDP", 74.0
"Canada", "2011-Q4", "Percentage of GDP", 74.8
"Canada", "2012-Q1", "Percentage of GDP", 73.7
"Canada", "2012-Q2", "Percentage of GDP", 77.0
"Canada", "2012-Q3", "Percentage of GDP", 76.6
"Canada", "2012-Q4", "Percentage of GDP", 77.2
"Canada", "2013-Q1", "Percentage of GDP", 76.6
"Canada", "2013-Q2", "Percentage of GDP", 75.4
"Canada", "2013-Q3", "Percentage of GDP", 74.6
"Canada", "2013-Q4", "Percentage of GDP", 73.0
"Canada", "2014-Q1", "Percentage of GDP", 72.6
"Canada", "2014-Q2", "Percentage of GDP", 74.2
"Canada", "2014-Q3", "Percentage of GDP", 73.7
"Canada", "2014-Q4", "Percentage of GDP", 74.1
"Canada", "2015-Q1", "Percentage of GDP", 76.5
"Canada", "2015-Q2", "Percentage of GDP", 76.1
"Canada", "2015-Q3", "Percentage of GDP", 77.2
"Canada", "2015-Q4", "Percentage of GDP", 78.1
"Canada", "2016-Q1", "Percentage of GDP", 78.6
"Canada", "2016-Q2", "Percentage of GDP", 80.5
"Canada", "2016-Q3", "Percentage of GDP", 81.2
"Canada", "1990-Q1", "US Dollar", 361.114
"Canada", "1990-Q2", "US Dollar", 370.108
"Canada", "1990-Q3", "US Dollar", 384.85
"Canada", "1990-Q4", "US Dollar", 402.682
"Canada", "1991-Q1", "US Dollar", 418.246
"Canada", "1991-Q2", "US Dollar", 432.97
"Canada", "1991-Q3", "US Dollar", 452.602
"Canada", "1991-Q4", "US Dollar", 460.962
"Canada", "1992-Q1", "US Dollar", 442.474
"Canada", "1992-Q2", "US Dollar", 463.089
"Canada", "1992-Q3", "US Dollar", 451.64
"Canada", "1992-Q4", "US Dollar", 454.558
"Canada", "1993-Q1", "US Dollar", 488.255
"Canada", "1993-Q2", "US Dollar", 500.177
"Canada", "1993-Q3", "US Dollar", 494.311
"Canada", "1993-Q4", "US Dollar", 509.752
"Canada", "1994-Q1", "US Dollar", 485.06
"Canada", "1994-Q2", "US Dollar", 492.238
"Canada", "1994-Q3", "US Dollar", 512.472
"Canada", "1994-Q4", "US Dollar", 504.058
"Canada", "1995-Q1", "US Dollar", 516.82
"Canada", "1995-Q2", "US Dollar", 540.856
"Canada", "1995-Q3", "US Dollar", 561.276
"Canada", "1995-Q4", "US Dollar", 544.462
"Canada", "1996-Q1", "US Dollar", 572.489
"Canada", "1996-Q2", "US Dollar", 569.488
"Canada", "1996-Q3", "US Dollar", 583.078
"Canada", "1996-Q4", "US Dollar", 591.992
"Canada", "1997-Q1", "US Dollar", 583.447
"Canada", "1997-Q2", "US Dollar", 573.226
"Canada", "1997-Q3", "US Dollar", 566.827
"Canada", "1997-Q4", "US Dollar", 557.381
"Canada", "1998-Q1", "US Dollar", 567.712
"Canada", "1998-Q2", "US Dollar", 545.668
"Canada", "1998-Q3", "US Dollar", 522.512
"Canada", "1998-Q4", "US Dollar", 527.132
"Canada", "1999-Q1", "US Dollar", 539.537
"Canada", "1999-Q2", "US Dollar", 531.768
"Canada", "1999-Q3", "US Dollar", 534.633
"Canada", "1999-Q4", "US Dollar", 543.106
"Canada", "2000-Q1", "US Dollar", 540.586
"Canada", "2000-Q2", "US Dollar", 529.694
"Canada", "2000-Q3", "US Dollar", 510.659
"Canada", "2000-Q4", "US Dollar", 525.772
"Canada", "2001-Q1", "US Dollar", 504.568
"Canada", "2001-Q2", "US Dollar", 508.35
"Canada", "2001-Q3", "US Dollar", 500.533
"Canada", "2001-Q4", "US Dollar", 501.923
"Canada", "2002-Q1", "US Dollar", 496.362
"Canada", "2002-Q2", "US Dollar", 538.255
"Canada", "2002-Q3", "US Dollar", 525.017
"Canada", "2002-Q4", "US Dollar", 532.724
"Canada", "2003-Q1", "US Dollar", 559.143
"Canada", "2003-Q2", "US Dollar", 624.47
"Canada", "2003-Q3", "US Dollar", 612.045
"Canada", "2003-Q4", "US Dollar", 645.296
"Canada", "2004-Q1", "US Dollar", 648.185
"Canada", "2004-Q2", "US Dollar", 618.584
"Canada", "2004-Q3", "US Dollar", 652.184
"Canada", "2004-Q4", "US Dollar", 692.149
"Canada", "2005-Q1", "US Dollar", 697.641
"Canada", "2005-Q2", "US Dollar", 697.759
"Canada", "2005-Q3", "US Dollar", 726.064
"Canada", "2005-Q4", "US Dollar", 725.138
"Canada", "2006-Q1", "US Dollar", 720.773
"Canada", "2006-Q2", "US Dollar", 739.14
"Canada", "2006-Q3", "US Dollar", 746.497
"Canada", "2006-Q4", "US Dollar", 733.398
"Canada", "2007-Q1", "US Dollar", 737.683
"Canada", "2007-Q2", "US Dollar", 769.237
"Canada", "2007-Q3", "US Dollar", 815.731
"Canada", "2007-Q4", "US Dollar", 846.423
"Canada", "2008-Q1", "US Dollar", 825.036
"Canada", "2008-Q2", "US Dollar", 852.268
"Canada", "2008-Q3", "US Dollar", 829.695
"Canada", "2008-Q4", "US Dollar", 775.088
"Canada", "2009-Q1", "US Dollar", 794.612
"Canada", "2009-Q2", "US Dollar", 883.301
"Canada", "2009-Q3", "US Dollar", 984.11
"Canada", "2009-Q4", "US Dollar", 1027.63
"Canada", "2010-Q1", "US Dollar", 1073.35
"Canada", "2010-Q2", "US Dollar", 1080.41
"Canada", "2010-Q3", "US Dollar", 1136.04
"Canada", "2010-Q4", "US Dollar", 1188.55
"Canada", "2011-Q1", "US Dollar", 1212.54
"Canada", "2011-Q2", "US Dollar", 1282.44
"Canada", "2011-Q3", "US Dollar", 1234.65
"Canada", "2011-Q4", "US Dollar", 1296.0
"Canada", "2012-Q1", "US Dollar", 1323.59
"Canada", "2012-Q2", "US Dollar", 1358.07
"Canada", "2012-Q3", "US Dollar", 1416.73
"Canada", "2012-Q4", "US Dollar", 1413.42
"Canada", "2013-Q1", "US Dollar", 1384.41
"Canada", "2013-Q2", "US Dollar", 1334.6
"Canada", "2013-Q3", "US Dollar", 1358.16
"Canada", "2013-Q4", "US Dollar", 1302.74
"Canada", "2014-Q1", "US Dollar", 1261.5
"Canada", "2014-Q2", "US Dollar", 1348.59
"Canada", "2014-Q3", "US Dollar", 1296.59
"Canada", "2014-Q4", "US Dollar", 1269.35
"Canada", "2015-Q1", "US Dollar", 1191.98
"Canada", "2015-Q2", "US Dollar", 1223.91
"Canada", "2015-Q3", "US Dollar", 1143.96
"Canada", "2015-Q4", "US Dollar", 1117.43
"Canada", "2016-Q1", "US Dollar", 1210.29
"Canada", "2016-Q2", "US Dollar", 1242.31
"Canada", "2016-Q3", "US Dollar", 1239.89
"Canada", "1990-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 422.864
"Canada", "1990-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 432.286
"Canada", "1990-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 443.809
"Canada", "1990-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 467.111
"Canada", "1991-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 484.663
"Canada", "1991-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 494.235
"Canada", "1991-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 512.074
"Canada", "1991-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 533.103
"Canada", "1992-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 526.632
"Canada", "1992-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 554.317
"Canada", "1992-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 565.002
"Canada", "1992-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 576.607
"Canada", "1993-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 613.737
"Canada", "1993-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 640.377
"Canada", "1993-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 658.917
"Canada", "1993-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 677.205
"Canada", "1994-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 671.274
"Canada", "1994-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 680.273
"Canada", "1994-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 687.994
"Canada", "1994-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 707.697
"Canada", "1995-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 724.736
