country, quarter, unit, value$
"Australia", "1961-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 17.4972
"Australia", "1961-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 17.4273
"Australia", "1962-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 17.5081
"Australia", "1962-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 17.78
"Australia", "1962-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 18.0916
"Australia", "1962-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 18.5102
"Australia", "1963-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 18.961
"Australia", "1963-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 19.2371
"Australia", "1963-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 19.7293
"Australia", "1963-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 20.2251
"Australia", "1964-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 20.6172
"Australia", "1964-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21.1982
"Australia", "1964-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 21.6277
"Australia", "1964-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22.133
"Australia", "1965-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 22.6817
"Australia", "1965-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.1451
"Australia", "1965-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.5617
"Australia", "1965-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 23.8401
"Australia", "1966-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 24.0804
"Australia", "1966-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 24.362
"Australia", "1966-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 24.9257
"Australia", "1966-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 25.5719
"Australia", "1967-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 26.4205
"Australia", "1967-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 27.1469
"Australia", "1967-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 27.6944
"Australia", "1967-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 28.2314
"Australia", "1968-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 28.6238
"Australia", "1968-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 29.1818
"Australia", "1968-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 29.8292
"Australia", "1968-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 30.7963
"Australia", "1969-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 31.7141
"Australia", "1969-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 32.7512
"Australia", "1969-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 33.8127
"Australia", "1969-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 34.7261
"Australia", "1970-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 35.742
"Australia", "1970-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 36.8401
"Australia", "1970-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 37.7201
"Australia", "1970-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 38.5388
"Australia", "1971-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 39.4878
"Australia", "1971-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 40.3172
"Australia", "1971-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 41.4902
"Australia", "1971-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 42.5392
"Australia", "1972-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 43.3896
"Australia", "1972-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 44.4457
"Australia", "1972-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 45.217
"Australia", "1972-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 46.4203
"Australia", "1973-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 48.0312
"Australia", "1973-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 49.7321
"Australia", "1973-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 52.0737
"Australia", "1973-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 54.9309
"Australia", "1974-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 57.7581
"Australia", "1974-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 60.267
"Australia", "1974-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 62.9759
"Australia", "1974-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 65.5955
"Australia", "1975-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 68.106
"Australia", "1975-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 71.1419
"Australia", "1975-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 73.8298
"Australia", "1975-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 76.5268
"Australia", "1976-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 79.8293
"Australia", "1976-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 83.2588
"Australia", "1976-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 86.8665
"Australia", "1976-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 90.2489
"Australia", "1977-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 93.283
"Australia", "1977-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 96.1245
"Australia", "1977-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 98.4565
"Australia", "1977-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 100.438
"Australia", "1978-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 102.8
"Australia", "1978-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 105.061
"Australia", "1978-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 107.859
"Australia", "1978-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 111.125
"Australia", "1979-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 115.086
"Australia", "1979-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 118.607
"Australia", "1979-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 122.489
"Australia", "1979-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 126.76
"Australia", "1980-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 130.433
"Australia", "1980-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 134.468
"Australia", "1980-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 138.573
"Australia", "1980-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 143.06
"Australia", "1981-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 147.441
"Australia", "1981-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 152.483
"Australia", "1981-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 158.523
"Australia", "1981-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 164.13
"Australia", "1982-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 169.707
"Australia", "1982-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 175.75
"Australia", "1982-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 180.119
"Australia", "1982-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 184.016
"Australia", "1983-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 187.405
"Australia", "1983-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 189.585
"Australia", "1983-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 193.984
"Australia", "1983-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 199.079
"Australia", "1984-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 206.006
"Australia", "1984-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 213.741
"Australia", "1984-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 219.37
"Australia", "1984-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 224.429
"Australia", "1985-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 229.358
"Australia", "1985-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 235.318
"Australia", "1985-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 242.075
"Australia", "1985-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 249.24
"Australia", "1986-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 255.534
"Australia", "1986-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 260.771
"Australia", "1986-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 265.656
"Australia", "1986-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 271.539
"Australia", "1987-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 278.069
"Australia", "1987-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 286.118
"Australia", "1987-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 295.224
"Australia", "1987-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 304.683
"Australia", "1988-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 314.894
"Australia", "1988-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 324.722
"Australia", "1988-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 335.13
"Australia", "1988-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 346.125
"Australia", "1989-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 356.519
"Australia", "1989-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 368.71
"Australia", "1989-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 379.356
"Australia", "1989-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 389.019
"Australia", "1990-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 397.821
"Australia", "1990-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 405.185
"Australia", "1990-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 410.175
"Australia", "1990-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 414.502
"Australia", "1991-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 415.75
"Australia", "1991-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 415.465
"Australia", "1991-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 416.147
"Australia", "1991-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 416.746
"Australia", "1992-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 420.105
"Australia", "1992-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 423.709
"Australia", "1992-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 427.645
"Australia", "1992-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 432.62
"Australia", "1993-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 438.369
"Australia", "1993-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 444.552
"Australia", "1993-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 449.735
"Australia", "1993-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 455.433
"Australia", "1994-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 461.007
"Australia", "1994-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 467.327
"Australia", "1994-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 476.01
"Australia", "1994-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 482.853
"Australia", "1995-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 489.117
"Australia", "1995-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 496.138
"Australia", "1995-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 502.855
"Australia", "1995-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 512.003
"Australia", "1996-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 521.257
"Australia", "1996-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 529.809
"Australia", "1996-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 537.294
"Australia", "1996-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 543.55
"Australia", "1997-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 549.138
"Australia", "1997-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 556.67
"Australia", "1997-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 564.023
"Australia", "1997-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 573.563
"Australia", "1998-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 582.827
"Australia", "1998-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 589.544
"Australia", "1998-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 598.091
"Australia", "1998-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 605.492
"Australia", "1999-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 613.277
"Australia", "1999-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 621.314
"Australia", "1999-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 629.574
"Australia", "1999-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 638.088
"Australia", "2000-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 649.369
"Australia", "2000-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 661.833
"Australia", "2000-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 676.087
"Australia", "2000-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 685.585
"Australia", "2001-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 696.097
"Australia", "2001-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 706.197
"Australia", "2001-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 715.409
"Australia", "2001-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 728.087
"Australia", "2002-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 740.222
"Australia", "2002-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 754.021
"Australia", "2002-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 766.93
"Australia", "2002-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 780.372
"Australia", "2003-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 792.436
"Australia", "2003-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 802.411
"Australia", "2003-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 814.859
"Australia", "2003-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 828.973
"Australia", "2004-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 845.447
"Australia", "2004-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 862.573
"Australia", "2004-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 878.053
"Australia", "2004-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 892.581
"Australia", "2005-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 906.948
"Australia", "2005-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 922.753
"Australia", "2005-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 941.562
"Australia", "2005-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 962.062
"Australia", "2006-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 980.626
"Australia", "2006-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 998.743
"Australia", "2006-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1017.5
"Australia", "2006-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1038.1
"Australia", "2007-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1062.04
"Australia", "2007-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1087.65
"Australia", "2007-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1110.08
"Australia", "2007-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1132.0
"Australia", "2008-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1153.8
"Australia", "2008-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1179.04
"Australia", "2008-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1210.42
"Australia", "2008-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1236.31
"Australia", "2009-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1254.16
"Australia", "2009-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1259.75
"Australia", "2009-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1257.08
"Australia", "2009-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1260.08
"Australia", "2010-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1270.85
"Australia", "2010-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1297.74
"Australia", "2010-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1328.44
"Australia", "2010-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1358.88
"Australia", "2011-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1386.33
"Australia", "2011-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1410.75
"Australia", "2011-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1436.81
"Australia", "2011-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1457.54
"Australia", "2012-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1476.14
"Australia", "2012-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1490.99
"Australia", "2012-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1498.19
"Australia", "2012-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1507.13
"Australia", "2013-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1517.05
"Australia", "2013-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1526.98
"Australia", "2013-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1541.11
"Australia", "2013-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1558.99
"Australia", "2014-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1578.0
"Australia", "2014-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1590.63
"Australia", "2014-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1599.95
"Australia", "2014-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1605.45
"Australia", "2015-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1610.64
"Australia", "2015-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1616.87
"Australia", "2015-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1625.9
"Australia", "2015-Q4", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1633.8
"Australia", "2016-Q1", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1641.51
"Australia", "2016-Q2", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1654.63
"Australia", "2016-Q3", "Domestic currency (incl. conversion to current currency made using a fix parity)", 1667.25
"Australia", "1960-Q2", "Percentage of GDP", 100.0
"Australia", "1960-Q3", "Percentage of GDP", 100.0
"Australia", "1960-Q4", "Percentage of GDP", 100.0
"Australia", "1961-Q1", "Percentage of GDP", 100.0
"Australia", "1961-Q2", "Percentage of GDP", 100.0
"Australia", "1961-Q3", "Percentage of GDP", 100.0
"Australia", "1961-Q4", "Percentage of GDP", 100.0
"Australia", "1962-Q1", "Percentage of GDP", 100.0
"Australia", "1962-Q2", "Percentage of GDP", 100.0
"Australia", "1962-Q3", "Percentage of GDP", 100.0
"Australia", "1962-Q4", "Percentage of GDP", 100.0
"Australia", "1963-Q1", "Percentage of GDP", 100.0
"Australia", "1963-Q2", "Percentage of GDP", 100.0
"Australia", "1963-Q3", "Percentage of GDP", 100.0
"Australia", "1963-Q4", "Percentage of GDP", 100.0
"Australia", "1964-Q1", "Percentage of GDP", 100.0
"Australia", "1964-Q2", "Percentage of GDP", 100.0
"Australia", "1964-Q3", "Percentage of GDP", 100.0
"Australia", "1964-Q4", "Percentage of GDP", 100.0
"Australia", "1965-Q1", "Percentage of GDP", 100.0
"Australia", "1965-Q2", "Percentage of GDP", 100.0
"Australia", "1965-Q3", "Percentage of GDP", 100.0
"Australia", "1965-Q4", "Percentage of GDP", 100.0
"Australia", "1966-Q1", "Percentage of GDP", 100.0
"Australia", "1966-Q2", "Percentage of GDP", 100.0
"Australia", "1966-Q3", "Percentage of GDP", 100.0
"Australia", "1966-Q4", "Percentage of GDP", 100.0
"Australia", "1967-Q1", "Percentage of GDP", 100.0
"Australia", "1967-Q2", "Percentage of GDP", 100.0
"Australia", "1967-Q3", "Percentage of GDP", 100.0
"Australia", "1967-Q4", "Percentage of GDP", 100.0
"Australia", "1968-Q1", "Percentage of GDP", 100.0
"Australia", "1968-Q2", "Percentage of GDP", 100.0
"Australia", "1968-Q3", "Percentage of GDP", 100.0
"Australia", "1968-Q4", "Percentage of GDP", 100.0
"Australia", "1969-Q1", "Percentage of GDP", 100.0
"Australia", "1969-Q2", "Percentage of GDP", 100.0
"Australia", "1969-Q3", "Percentage of GDP", 100.0
"Australia", "1969-Q4", "Percentage of GDP", 100.0
"Australia", "1970-Q1", "Percentage of GDP", 100.0
"Australia", "1970-Q2", "Percentage of GDP", 100.0
"Australia", "1970-Q3", "Percentage of GDP", 100.0
"Australia", "1970-Q4", "Percentage of GDP", 100.0
"Australia", "1971-Q1", "Percentage of GDP", 100.0
"Australia", "1971-Q2", "Percentage of GDP", 100.0
"Australia", "1971-Q3", "Percentage of GDP", 100.0
"Australia", "1971-Q4", "Percentage of GDP", 100.0
"Australia", "1972-Q1", "Percentage of GDP", 100.0
"Australia", "1972-Q2", "Percentage of GDP", 100.0
"Australia", "1972-Q3", "Percentage of GDP", 100.0
"Australia", "1972-Q4", "Percentage of GDP", 100.0
"Australia", "1973-Q1", "Percentage of GDP", 100.0
"Australia", "1973-Q2", "Percentage of GDP", 100.0
"Australia", "1973-Q3", "Percentage of GDP", 100.0
"Australia", "1973-Q4", "Percentage of GDP", 100.0
"Australia", "1974-Q1", "Percentage of GDP", 100.0
"Australia", "1974-Q2", "Percentage of GDP", 100.0
"Australia", "1974-Q3", "Percentage of GDP", 100.0
"Australia", "1974-Q4", "Percentage of GDP", 100.0
"Australia", "1975-Q1", "Percentage of GDP", 100.0
"Australia", "1975-Q2", "Percentage of GDP", 100.0
"Australia", "1975-Q3", "Percentage of GDP", 100.0
"Australia", "1975-Q4", "Percentage of GDP", 100.0
"Australia", "1976-Q1", "Percentage of GDP", 100.0
"Australia", "1976-Q2", "Percentage of GDP", 100.0
"Australia", "1976-Q3", "Percentage of GDP", 100.0
"Australia", "1976-Q4", "Percentage of GDP", 100.0
"Australia", "1977-Q1", "Percentage of GDP", 100.0
"Australia", "1977-Q2", "Percentage of GDP", 100.0
"Australia", "1977-Q3", "Percentage of GDP", 100.0
"Australia", "1977-Q4", "Percentage of GDP", 100.0
"Australia", "1978-Q1", "Percentage of GDP", 100.0
"Australia", "1978-Q2", "Percentage of GDP", 100.0
"Australia", "1978-Q3", "Percentage of GDP", 100.0
"Australia", "1978-Q4", "Percentage of GDP", 100.0
"Australia", "1979-Q1", "Percentage of GDP", 100.0
"Australia", "1979-Q2", "Percentage of GDP", 100.0
"Australia", "1979-Q3", "Percentage of GDP", 100.0
"Australia", "1979-Q4", "Percentage of GDP", 100.0
"Australia", "1980-Q1", "Percentage of GDP", 100.0
"Australia", "1980-Q2", "Percentage of GDP", 100.0
"Australia", "1980-Q3", "Percentage of GDP", 100.0
"Australia", "1980-Q4", "Percentage of GDP", 100.0
"Australia", "1981-Q1", "Percentage of GDP", 100.0
"Australia", "1981-Q2", "Percentage of GDP", 100.0
"Australia", "1981-Q3", "Percentage of GDP", 100.0
"Australia", "1981-Q4", "Percentage of GDP", 100.0
"Australia", "1982-Q1", "Percentage of GDP", 100.0
"Australia", "1982-Q2", "Percentage of GDP", 100.0
"Australia", "1982-Q3", "Percentage of GDP", 100.0
"Australia", "1982-Q4", "Percentage of GDP", 100.0
"Australia", "1983-Q1", "Percentage of GDP", 100.0
"Australia", "1983-Q2", "Percentage of GDP", 100.0
"Australia", "1983-Q3", "Percentage of GDP", 100.0
"Australia", "1983-Q4", "Percentage of GDP", 100.0
"Australia", "1984-Q1", "Percentage of GDP", 100.0
"Australia", "1984-Q2", "Percentage of GDP", 100.0
"Australia", "1984-Q3", "Percentage of GDP", 100.0
"Australia", "1984-Q4", "Percentage of GDP", 100.0
"Australia", "1985-Q1", "Percentage of GDP", 100.0
"Australia", "1985-Q2", "Percentage of GDP", 100.0
"Australia", "1985-Q3", "Percentage of GDP", 100.0
"Australia", "1985-Q4", "Percentage of GDP", 100.0
"Australia", "1986-Q1", "Percentage of GDP", 100.0
"Australia", "1986-Q2", "Percentage of GDP", 100.0
"Australia", "1986-Q3", "Percentage of GDP", 100.0
"Australia", "1986-Q4", "Percentage of GDP", 100.0
"Australia", "1987-Q1", "Percentage of GDP", 100.0
"Australia", "1987-Q2", "Percentage of GDP", 100.0
"Australia", "1987-Q3", "Percentage of GDP", 100.0
"Australia", "1987-Q4", "Percentage of GDP", 100.0
"Australia", "1988-Q1", "Percentage of GDP", 100.0
"Australia", "1988-Q2", "Percentage of GDP", 100.0
"Australia", "1988-Q3", "Percentage of GDP", 100.0
"Australia", "1988-Q4", "Percentage of GDP", 100.0
"Australia", "1989-Q1", "Percentage of GDP", 100.0
"Australia", "1989-Q2", "Percentage of GDP", 100.0
"Australia", "1989-Q3", "Percentage of GDP", 100.0
"Australia", "1989-Q4", "Percentage of GDP", 100.0
"Australia", "1990-Q1", "Percentage of GDP", 100.0
"Australia", "1990-Q2", "Percentage of GDP", 100.0
"Australia", "1990-Q3", "Percentage of GDP", 100.0
"Australia", "1990-Q4", "Percentage of GDP", 100.0
"Australia", "1991-Q1", "Percentage of GDP", 100.0
"Australia", "1991-Q2", "Percentage of GDP", 100.0
"Australia", "1991-Q3", "Percentage of GDP", 100.0
"Australia", "1991-Q4", "Percentage of GDP", 100.0
"Australia", "1992-Q1", "Percentage of GDP", 100.0
"Australia", "1992-Q2", "Percentage of GDP", 100.0
"Australia", "1992-Q3", "Percentage of GDP", 100.0
"Australia", "1992-Q4", "Percentage of GDP", 100.0
"Australia", "1993-Q1", "Percentage of GDP", 100.0
"Australia", "1993-Q2", "Percentage of GDP", 100.0
"Australia", "1993-Q3", "Percentage of GDP", 100.0
"Australia", "1993-Q4", "Percentage of GDP", 100.0
"Australia", "1994-Q1", "Percentage of GDP", 100.0
"Australia", "1994-Q2", "Percentage of GDP", 100.0
"Australia", "1994-Q3", "Percentage of GDP", 100.0
"Australia", "1994-Q4", "Percentage of GDP", 100.0
"Australia", "1995-Q1", "Percentage of GDP", 100.0
